month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2024/08/01 04:00:00+00,Saturday,5,Light Rail,502054,100411,1142
2024/08/01 04:00:00+00,Saturday,5,Silver Line,180365,36073,1143
2024/08/01 04:00:00+00,Saturday,5,Bus,1357520,271504,1144
2024/08/01 04:00:00+00,Saturday,5,All Bus,1537885,307577,1145
2024/08/01 04:00:00+00,Saturday,5,Commuter Rail,205581,41116,1146
2024/08/01 04:00:00+00,Saturday,5,Ferry,28018,5604,1147
2024/08/01 04:00:00+00,Saturday,5,The RIDE,9640,1928,1148
2024/08/01 04:00:00+00,Sunday,4,Blue Line,103552,25888,1149
2024/08/01 04:00:00+00,Sunday,4,Orange Line,154926,38732,1150
2025/03/01 05:00:00+00,Total,31,Heavy Rail,8123093,262035,1151
2025/03/01 05:00:00+00,Total,31,Green Line,3720625,120020,1152
2025/03/01 05:00:00+00,Total,31,Mattapan Line,21584,696,1153
2025/03/01 05:00:00+00,Total,31,Light Rail,3742208,120716,1154
2025/03/01 05:00:00+00,Total,31,Silver Line,801033,25840,1155
2025/03/01 05:00:00+00,Total,31,Bus,7048038,227356,1156
2025/03/01 05:00:00+00,Total,31,All Bus,7849071,253196,1157
2025/03/01 05:00:00+00,Total,31,Commuter Rail,2430273,78396,1158
2025/03/01 05:00:00+00,Total,31,Ferry,83125,2681,1159
2025/03/01 05:00:00+00,Total,31,The RIDE,107192,3458,1160
2025/02/01 05:00:00+00,Weekday,19,Blue Line,902833,47518,1161
2025/02/01 05:00:00+00,Weekday,19,Orange Line,2394125,126007,1162
2025/02/01 05:00:00+00,Weekday,19,Red Line,2625044,138160,1163
2025/02/01 05:00:00+00,Weekday,19,Heavy Rail,5922001,311684,1164
2025/02/01 05:00:00+00,Weekday,19,Green Line,2525849,132939,1165
2025/02/01 05:00:00+00,Weekday,19,Mattapan Line,51196,2695,1166
2025/02/01 05:00:00+00,Weekday,19,Light Rail,2577045,135634,1167
2025/02/01 05:00:00+00,Weekday,19,Silver Line,576016,30317,1168
2025/02/01 05:00:00+00,Weekday,19,Bus,5285894,278205,1169
2025/02/01 05:00:00+00,Weekday,19,All Bus,5861910,308522,1170
2025/02/01 05:00:00+00,Weekday,19,Commuter Rail,1861409,97969,1171
2025/02/01 05:00:00+00,Weekday,19,Ferry,62403,3284,1172
2025/02/01 05:00:00+00,Weekday,20,The RIDE,77200,3860,1173
2025/02/01 05:00:00+00,Saturday,5,Blue Line,159563,31913,1174
2025/02/01 05:00:00+00,Saturday,5,Orange Line,360341,72068,1175
2025/02/01 05:00:00+00,Saturday,5,Red Line,403671,80734,1176
2025/02/01 05:00:00+00,Saturday,5,Heavy Rail,923576,184715,1177
2025/02/01 05:00:00+00,Saturday,5,Green Line,463136,92627,1178
2025/02/01 05:00:00+00,Saturday,5,Mattapan Line,7261,1452,1179
2025/02/01 05:00:00+00,Saturday,5,Light Rail,470397,94079,1180
2025/02/01 05:00:00+00,Saturday,5,Silver Line,95056,19011,1181
2025/02/01 05:00:00+00,Saturday,5,Bus,772617,154523,1182
2025/02/01 05:00:00+00,Saturday,5,All Bus,867673,173535,1183
2025/02/01 05:00:00+00,Saturday,4,Commuter Rail,125712,31428,1184
2025/02/01 05:00:00+00,Saturday,4,Ferry,811,203,1185
2025/02/01 05:00:00+00,Saturday,4,The RIDE,7768,1942,1186
2025/02/01 05:00:00+00,Sunday,4,Blue Line,89038,22260,1187
2025/02/01 05:00:00+00,Sunday,4,Orange Line,196729,49182,1188
2025/02/01 05:00:00+00,Sunday,4,Red Line,225325,56331,1189
2025/02/01 05:00:00+00,Sunday,4,Heavy Rail,511093,127773,1190
2025/02/01 05:00:00+00,Sunday,4,Green Line,245149,61287,1191
2025/02/01 05:00:00+00,Sunday,4,Mattapan Line,3703,926,1192
2025/02/01 05:00:00+00,Sunday,4,Light Rail,248852,62213,1193
2025/02/01 05:00:00+00,Sunday,4,Silver Line,64224,16056,1194
2025/02/01 05:00:00+00,Sunday,4,Bus,407191,101798,1195
2025/02/01 05:00:00+00,Sunday,4,All Bus,471415,117854,1196
2025/02/01 05:00:00+00,Sunday,4,Commuter Rail,101325,25331,1197
2025/02/01 05:00:00+00,Sunday,4,Ferry,442,110,1198
2025/02/01 05:00:00+00,Sunday,4,The RIDE,5044,1261,1199
2025/02/01 05:00:00+00,Total,28,Blue Line,1151434,41123,1200
2024/02/01 05:00:00+00,Saturday,4,Silver Line,72248,18062,1201
2024/02/01 05:00:00+00,Saturday,4,Bus,614366,153592,1202
2024/02/01 05:00:00+00,Saturday,4,All Bus,686614,171654,1203
2024/02/01 05:00:00+00,Saturday,4,Commuter Rail,151559,37890,1204
2024/02/01 05:00:00+00,Saturday,4,The RIDE,7264,1816,1205
2024/02/01 05:00:00+00,Sunday,4,Blue Line,98698,24674,1206
2024/02/01 05:00:00+00,Sunday,4,Orange Line,177344,44336,1207
2024/02/01 05:00:00+00,Sunday,4,Red Line,186700,46675,1208
2024/02/01 05:00:00+00,Sunday,4,Heavy Rail,461693,115423,1209
2024/02/01 05:00:00+00,Sunday,4,Green Line,183340,45835,1210
2024/02/01 05:00:00+00,Sunday,4,Mattapan Line,4078,1020,1211
2024/02/01 05:00:00+00,Sunday,4,Light Rail,179504,44876,1212
2024/02/01 05:00:00+00,Sunday,4,Silver Line,63711,15928,1213
2024/02/01 05:00:00+00,Sunday,4,Bus,414658,103664,1214
2024/02/01 05:00:00+00,Sunday,4,All Bus,478369,119592,1215
2024/02/01 05:00:00+00,Sunday,4,Commuter Rail,117915,29479,1216
2024/02/01 05:00:00+00,Sunday,4,The RIDE,6292,1573,1217
2024/02/01 05:00:00+00,Total,29,Blue Line,1127169,38868,1218
2024/02/01 05:00:00+00,Total,29,Orange Line,2498734,86163,1219
2024/02/01 05:00:00+00,Total,29,Red Line,2610722,90025,1220
2024/02/01 05:00:00+00,Total,29,Heavy Rail,6236625,215056,1221
2024/02/01 05:00:00+00,Total,29,Green Line,1883810,64959,1222
2024/02/01 05:00:00+00,Total,29,Mattapan Line,67889,2341,1223
2024/02/01 05:00:00+00,Total,29,Light Rail,1951699,67300,1224
2024/02/01 05:00:00+00,Total,29,Silver Line,725807,25028,1225
2024/02/01 05:00:00+00,Total,29,Bus,6504772,224302,1226
2024/02/01 05:00:00+00,Total,29,All Bus,7230579,249330,1227
2024/02/01 05:00:00+00,Total,29,Commuter Rail,2291395,79014,1228
2024/02/01 05:00:00+00,Total,29,Ferry,66611,2297,1229
2024/02/01 05:00:00+00,Total,29,The RIDE,88625,3056,1230
2024/01/01 05:00:00+00,Weekday,21,Blue Line,892386,42495,1231
2024/01/01 05:00:00+00,Weekday,21,Orange Line,2265993,107904,1232
2024/01/01 05:00:00+00,Weekday,21,Red Line,2307481,109880,1233
2024/01/01 05:00:00+00,Weekday,21,Heavy Rail,5397771,257037,1234
2024/01/01 05:00:00+00,Weekday,21,Green Line,847664,40365,1235
2024/01/01 05:00:00+00,Weekday,21,Mattapan Line,60227,2868,1236
2024/01/01 05:00:00+00,Weekday,21,Light Rail,823400,39210,1237
2024/01/01 05:00:00+00,Weekday,21,Silver Line,557230,26535,1238
2024/01/01 05:00:00+00,Weekday,21,Bus,5304374,252589,1239
2024/01/01 05:00:00+00,Weekday,21,All Bus,5861604,279124,1240
2024/01/01 05:00:00+00,Weekday,21,Commuter Rail,2050154,97626,1241
2024/01/01 05:00:00+00,Weekday,21,Ferry,69553,3312,1242
2024/01/01 05:00:00+00,Weekday,21,The RIDE,78430,3735,1243
2024/01/01 05:00:00+00,Saturday,4,Blue Line,114508,28627,1244
2024/01/01 05:00:00+00,Saturday,4,Orange Line,269240,67310,1245
2024/01/01 05:00:00+00,Saturday,4,Red Line,249419,62355,1246
2024/01/01 05:00:00+00,Saturday,4,Heavy Rail,630092,157523,1247
2024/01/01 05:00:00+00,Saturday,4,Green Line,88010,22002,1248
2024/01/01 05:00:00+00,Saturday,4,Mattapan Line,5573,1393,1249
2024/01/01 05:00:00+00,Saturday,4,Light Rail,85032,21258,1250
2024/06/01 04:00:00+00,Saturday,5,Ferry,21797,4359,1251
2024/06/01 04:00:00+00,Saturday,5,The RIDE,9760,1952,1252
2024/06/01 04:00:00+00,Sunday,5,Blue Line,153409,30682,1253
2024/06/01 04:00:00+00,Sunday,5,Orange Line,191722,38344,1254
2024/06/01 04:00:00+00,Sunday,5,Red Line,264857,52971,1255
2024/06/01 04:00:00+00,Sunday,5,Heavy Rail,609988,121998,1256
2024/06/01 04:00:00+00,Sunday,5,Green Line,299215,59843,1257
2024/06/01 04:00:00+00,Sunday,5,Mattapan Line,5600,1120,1258
2024/06/01 04:00:00+00,Sunday,5,Light Rail,304815,60963,1259
2024/06/01 04:00:00+00,Sunday,5,Silver Line,92176,18435,1260
2024/06/01 04:00:00+00,Sunday,5,Bus,557560,111512,1261
2024/06/01 04:00:00+00,Sunday,5,All Bus,649737,129947,1262
2024/06/01 04:00:00+00,Sunday,5,Commuter Rail,145348,29070,1263
2024/06/01 04:00:00+00,Sunday,5,Ferry,14574,2915,1264
2024/06/01 04:00:00+00,Sunday,5,The RIDE,8525,1705,1265
2024/06/01 04:00:00+00,Total,30,Blue Line,1344839,44828,1266
2024/06/01 04:00:00+00,Total,30,Orange Line,2191606,73054,1267
2024/06/01 04:00:00+00,Total,30,Red Line,3117752,103925,1268
2024/06/01 04:00:00+00,Total,30,Heavy Rail,6654197,221807,1269
2024/06/01 04:00:00+00,Total,30,Green Line,2582965,86099,1270
2024/06/01 04:00:00+00,Total,30,Mattapan Line,79700,2657,1271
2024/06/01 04:00:00+00,Total,30,Light Rail,2662665,88756,1272
2024/06/01 04:00:00+00,Total,30,Silver Line,854396,28480,1273
2024/06/01 04:00:00+00,Total,30,Bus,6754687,225156,1274
2024/06/01 04:00:00+00,Total,30,All Bus,7609083,253636,1275
2024/06/01 04:00:00+00,Total,30,Commuter Rail,2573753,85792,1276
2024/06/01 04:00:00+00,Total,30,Ferry,160933,5364,1277
2024/06/01 04:00:00+00,Total,30,The RIDE,93384,3113,1278
2024/05/01 04:00:00+00,Weekday,22,Blue Line,1072946,48770,1279
2024/05/01 04:00:00+00,Weekday,22,Orange Line,2156313,98014,1280
2024/05/01 04:00:00+00,Weekday,22,Red Line,2544884,115677,1281
2024/05/01 04:00:00+00,Weekday,22,Heavy Rail,5774143,262461,1282
2024/05/01 04:00:00+00,Weekday,22,Green Line,1994557,90662,1283
2024/05/01 04:00:00+00,Weekday,22,Mattapan Line,67393,3063,1284
2024/05/01 04:00:00+00,Weekday,22,Light Rail,2061950,93725,1285
2024/05/01 04:00:00+00,Weekday,22,Silver Line,707628,32165,1286
2024/05/01 04:00:00+00,Weekday,22,Bus,6210738,282306,1287
2024/05/01 04:00:00+00,Weekday,22,All Bus,6918366,314471,1288
2024/05/01 04:00:00+00,Weekday,22,Commuter Rail,2405463,109339,1289
2024/05/01 04:00:00+00,Weekday,22,Ferry,110043,5002,1290
2024/05/01 04:00:00+00,Weekday,22,The RIDE,86894,3950,1291
2024/05/01 04:00:00+00,Saturday,4,Blue Line,151993,37998,1292
2024/05/01 04:00:00+00,Saturday,4,Orange Line,258169,64542,1293
2024/05/01 04:00:00+00,Saturday,4,Red Line,281547,70387,1294
2024/05/01 04:00:00+00,Saturday,4,Heavy Rail,691708,172927,1295
2024/05/01 04:00:00+00,Saturday,4,Green Line,310605,77651,1296
2024/05/01 04:00:00+00,Saturday,4,Mattapan Line,5745,1436,1297
2024/05/01 04:00:00+00,Saturday,4,Light Rail,316350,79088,1298
2024/05/01 04:00:00+00,Saturday,4,Silver Line,82152,20538,1299
2024/05/01 04:00:00+00,Saturday,4,Bus,648126,162032,1300
2024/04/01 04:00:00+00,Saturday,4,Silver Line,84896,21224,1301
2024/04/01 04:00:00+00,Saturday,4,Bus,635244,158811,1302
2024/04/01 04:00:00+00,Saturday,4,All Bus,720140,180035,1303
2024/04/01 04:00:00+00,Saturday,4,Commuter Rail,115486,28872,1304
2024/04/01 04:00:00+00,Saturday,4,The RIDE,7660,1915,1305
2024/04/01 04:00:00+00,Sunday,4,Blue Line,88285,22071,1306
2024/04/01 04:00:00+00,Sunday,4,Orange Line,200639,50160,1307
2024/04/01 04:00:00+00,Sunday,4,Red Line,251970,62992,1308
2024/04/01 04:00:00+00,Sunday,4,Heavy Rail,540895,135224,1309
2024/04/01 04:00:00+00,Sunday,4,Green Line,271123,67781,1310
2024/04/01 04:00:00+00,Sunday,4,Mattapan Line,3382,846,1311
2024/04/01 04:00:00+00,Sunday,4,Light Rail,274505,68626,1312
2024/04/01 04:00:00+00,Sunday,4,Silver Line,72026,18006,1313
2024/04/01 04:00:00+00,Sunday,4,Bus,443476,110869,1314
2024/04/01 04:00:00+00,Sunday,4,All Bus,515502,128876,1315
2024/04/01 04:00:00+00,Sunday,4,Commuter Rail,113558,28390,1316
2024/04/01 04:00:00+00,Sunday,4,The RIDE,6876,1719,1317
2024/04/01 04:00:00+00,Total,30,Blue Line,1021698,34057,1318
2024/04/01 04:00:00+00,Total,30,Orange Line,2845851,94862,1319
2024/04/01 04:00:00+00,Total,30,Red Line,3343380,111446,1320
2024/04/01 04:00:00+00,Total,30,Heavy Rail,7210929,240364,1321
2024/04/01 04:00:00+00,Total,30,Green Line,2660864,88695,1322
2024/04/01 04:00:00+00,Total,30,Mattapan Line,76549,2552,1323
2024/04/01 04:00:00+00,Total,30,Light Rail,2737413,91247,1324
2024/04/01 04:00:00+00,Total,30,Silver Line,835010,27834,1325
2024/04/01 04:00:00+00,Total,30,Bus,6981285,232710,1326
2024/04/01 04:00:00+00,Total,30,All Bus,7816296,260543,1327
2024/04/01 04:00:00+00,Total,30,Commuter Rail,2541466,84716,1328
2024/04/01 04:00:00+00,Total,30,Ferry,93989,3133,1329
2024/04/01 04:00:00+00,Total,30,The RIDE,97699,3257,1330
2024/03/01 05:00:00+00,Weekday,21,Blue Line,958314,45634,1331
2024/03/01 05:00:00+00,Weekday,21,Orange Line,2026736,96511,1332
2024/03/01 05:00:00+00,Weekday,21,Red Line,2499645,119031,1333
2024/03/01 05:00:00+00,Weekday,21,Heavy Rail,5484695,261176,1334
2024/03/01 05:00:00+00,Weekday,21,Green Line,1657764,78941,1335
2024/03/01 05:00:00+00,Weekday,21,Mattapan Line,66824,3182,1336
2024/03/01 05:00:00+00,Weekday,21,Light Rail,1724588,82123,1337
2024/03/01 05:00:00+00,Weekday,21,Silver Line,658405,31353,1338
2024/03/01 05:00:00+00,Weekday,21,Bus,5798089,276099,1339
2024/03/01 05:00:00+00,Weekday,21,All Bus,6456494,307452,1340
2024/03/01 05:00:00+00,Weekday,21,Commuter Rail,2179134,103768,1341
2024/03/01 05:00:00+00,Weekday,21,Ferry,70838,3373,1342
2024/03/01 05:00:00+00,Weekday,21,The RIDE,82089,3909,1343
2024/03/01 05:00:00+00,Saturday,5,Blue Line,165360,33072,1344
2024/03/01 05:00:00+00,Saturday,5,Orange Line,306697,61339,1345
2024/03/01 05:00:00+00,Saturday,5,Red Line,310278,62056,1346
2024/03/01 05:00:00+00,Saturday,5,Heavy Rail,782335,156467,1347
2024/03/01 05:00:00+00,Saturday,5,Green Line,306701,61340,1348
2024/03/01 05:00:00+00,Saturday,5,Mattapan Line,4615,923,1349
2024/03/01 05:00:00+00,Saturday,5,Light Rail,311315,62263,1350
2024/05/01 04:00:00+00,Saturday,4,All Bus,730278,182570,1351
2024/08/01 04:00:00+00,Sunday,4,Red Line,221920,55480,1352
2024/08/01 04:00:00+00,Sunday,4,Heavy Rail,480398,120100,1353
2024/08/01 04:00:00+00,Sunday,4,Green Line,313165,78291,1354
2024/08/01 04:00:00+00,Sunday,4,Mattapan Line,4421,1105,1355
2024/08/01 04:00:00+00,Sunday,4,Light Rail,317586,79396,1356
2024/08/01 04:00:00+00,Sunday,4,Silver Line,75657,18914,1357
2024/08/01 04:00:00+00,Sunday,4,Bus,454910,113728,1358
2024/08/01 04:00:00+00,Sunday,4,All Bus,530567,132642,1359
2024/08/01 04:00:00+00,Sunday,4,Commuter Rail,113568,28392,1360
2024/08/01 04:00:00+00,Sunday,4,Ferry,16354,4088,1361
2024/08/01 04:00:00+00,Sunday,4,The RIDE,6908,1727,1362
2024/08/01 04:00:00+00,Total,31,Blue Line,1307726,42185,1363
2024/08/01 04:00:00+00,Total,31,Orange Line,2782792,89767,1364
2024/08/01 04:00:00+00,Total,31,Red Line,2965871,95673,1365
2024/08/01 04:00:00+00,Total,31,Heavy Rail,7056390,227625,1366
2024/08/01 04:00:00+00,Total,31,Green Line,3539345,114172,1367
2024/08/01 04:00:00+00,Total,31,Mattapan Line,71424,2304,1368
2024/08/01 04:00:00+00,Total,31,Light Rail,3610769,116476,1369
2024/08/01 04:00:00+00,Total,31,Silver Line,870265,28073,1370
2024/08/01 04:00:00+00,Total,31,Bus,7028462,226725,1371
2024/08/01 04:00:00+00,Total,31,All Bus,7898727,254798,1372
2024/08/01 04:00:00+00,Total,31,Commuter Rail,2634106,84971,1373
2024/08/01 04:00:00+00,Total,31,Ferry,185238,5975,1374
2024/08/01 04:00:00+00,Total,31,The RIDE,97461,3144,1375
2024/07/01 04:00:00+00,Weekday,22,Blue Line,1189664,54076,1376
2024/07/01 04:00:00+00,Weekday,22,Orange Line,2354729,107033,1377
2024/07/01 04:00:00+00,Weekday,22,Red Line,2168085,98549,1378
2024/07/01 04:00:00+00,Weekday,22,Heavy Rail,5712478,259658,1379
2024/07/01 04:00:00+00,Weekday,22,Green Line,2261678,102804,1380
2024/07/01 04:00:00+00,Weekday,22,Mattapan Line,65958,2998,1381
2024/07/01 04:00:00+00,Weekday,22,Light Rail,2327635,105802,1382
2024/07/01 04:00:00+00,Weekday,22,Silver Line,90740,4125,1383
2024/07/01 04:00:00+00,Weekday,22,Bus,763809,34719,1384
2024/07/01 04:00:00+00,Weekday,22,All Bus,854549,38843,1385
2024/07/01 04:00:00+00,Weekday,22,Commuter Rail,2407465,109430,1386
2024/07/01 04:00:00+00,Weekday,22,Ferry,156541,7116,1387
2024/07/01 04:00:00+00,Weekday,22,The RIDE,81903,3723,1388
2024/07/01 04:00:00+00,Saturday,4,Blue Line,187465,46866,1389
2024/07/01 04:00:00+00,Saturday,4,Orange Line,274020,68505,1390
2024/07/01 04:00:00+00,Saturday,4,Red Line,356523,89131,1391
2024/07/01 04:00:00+00,Saturday,4,Heavy Rail,818008,204502,1392
2024/07/01 04:00:00+00,Saturday,4,Green Line,326529,81632,1393
2024/07/01 04:00:00+00,Saturday,4,Mattapan Line,6246,1562,1394
2024/07/01 04:00:00+00,Saturday,4,Light Rail,332775,83194,1395
2024/07/01 04:00:00+00,Saturday,4,Silver Line,669674,167418,1396
2024/07/01 04:00:00+00,Saturday,4,Bus,5493516,1373379,1397
2024/07/01 04:00:00+00,Saturday,4,All Bus,6163189,1540797,1398
2024/07/01 04:00:00+00,Saturday,4,Commuter Rail,153030,38258,1399
2024/07/01 04:00:00+00,Saturday,4,Ferry,23641,5910,1400
2024/07/01 04:00:00+00,Saturday,4,The RIDE,7496,1874,1401
2024/05/01 04:00:00+00,Saturday,4,Commuter Rail,132269,33067,1402
2024/05/01 04:00:00+00,Saturday,4,Ferry,7627,1907,1403
2024/05/01 04:00:00+00,Saturday,4,The RIDE,7920,1980,1404
2024/05/01 04:00:00+00,Sunday,4,Blue Line,118614,29654,1405
2024/05/01 04:00:00+00,Sunday,4,Orange Line,192920,48230,1406
2024/05/01 04:00:00+00,Sunday,4,Red Line,236515,59129,1407
2024/05/01 04:00:00+00,Sunday,4,Heavy Rail,548049,137012,1408
2024/05/01 04:00:00+00,Sunday,4,Green Line,246207,61552,1409
2024/05/01 04:00:00+00,Sunday,4,Mattapan Line,4145,1036,1410
2024/05/01 04:00:00+00,Sunday,4,Light Rail,250352,62588,1411
2024/05/01 04:00:00+00,Sunday,4,Silver Line,74429,18607,1412
2024/05/01 04:00:00+00,Sunday,4,Bus,435035,108759,1413
2024/05/01 04:00:00+00,Sunday,4,All Bus,509464,127366,1414
2024/05/01 04:00:00+00,Sunday,4,Commuter Rail,112825,28206,1415
2024/05/01 04:00:00+00,Sunday,4,Ferry,6524,1631,1416
2024/05/01 04:00:00+00,Sunday,4,The RIDE,6888,1722,1417
2024/05/01 04:00:00+00,Total,31,Blue Line,1373447,44305,1418
2024/05/01 04:00:00+00,Total,31,Orange Line,2658311,85752,1419
2024/05/01 04:00:00+00,Total,31,Red Line,3117512,100565,1420
2024/05/01 04:00:00+00,Total,31,Heavy Rail,7149269,230622,1421
2024/05/01 04:00:00+00,Total,31,Green Line,2607128,84101,1422
2024/05/01 04:00:00+00,Total,31,Mattapan Line,78555,2534,1423
2024/05/01 04:00:00+00,Total,31,Light Rail,2685682,86635,1424
2024/05/01 04:00:00+00,Total,31,Silver Line,883599,28503,1425
2024/05/01 04:00:00+00,Total,31,Bus,7404088,238842,1426
2024/05/01 04:00:00+00,Total,31,All Bus,8287688,267345,1427
2024/05/01 04:00:00+00,Total,31,Commuter Rail,2678145,86392,1428
2024/05/01 04:00:00+00,Total,31,Ferry,126341,4076,1429
2024/05/01 04:00:00+00,Total,31,The RIDE,101725,3281,1430
2024/04/01 04:00:00+00,Weekday,22,Blue Line,825297,37514,1431
2024/04/01 04:00:00+00,Weekday,22,Orange Line,2398515,109023,1432
2024/04/01 04:00:00+00,Weekday,22,Red Line,2785651,126620,1433
2024/04/01 04:00:00+00,Weekday,22,Heavy Rail,6009462,273157,1434
2024/04/01 04:00:00+00,Weekday,22,Green Line,2055985,93454,1435
2024/04/01 04:00:00+00,Weekday,22,Mattapan Line,68470,3112,1436
2024/04/01 04:00:00+00,Weekday,22,Light Rail,2124455,96566,1437
2024/04/01 04:00:00+00,Weekday,22,Silver Line,650934,29588,1438
2024/04/01 04:00:00+00,Weekday,22,Bus,5718315,259923,1439
2024/04/01 04:00:00+00,Weekday,22,All Bus,6369249,289511,1440
2024/04/01 04:00:00+00,Weekday,22,Commuter Rail,2312422,105110,1441
2024/04/01 04:00:00+00,Weekday,22,Ferry,87622,3983,1442
2024/04/01 04:00:00+00,Weekday,22,The RIDE,83160,3780,1443
2024/04/01 04:00:00+00,Saturday,4,Blue Line,111573,27893,1444
2024/04/01 04:00:00+00,Saturday,4,Orange Line,260859,65215,1445
2024/04/01 04:00:00+00,Saturday,4,Red Line,320934,80234,1446
2024/04/01 04:00:00+00,Saturday,4,Heavy Rail,693365,173341,1447
2024/04/01 04:00:00+00,Saturday,4,Green Line,338515,84629,1448
2024/04/01 04:00:00+00,Saturday,4,Mattapan Line,5258,1314,1449
2024/04/01 04:00:00+00,Saturday,4,Light Rail,343773,85943,1450
2024/07/01 04:00:00+00,Sunday,4,Blue Line,193955,48489,1451
2024/07/01 04:00:00+00,Sunday,4,Orange Line,230254,57564,1452
2024/07/01 04:00:00+00,Sunday,4,Red Line,176406,44102,1453
2024/07/01 04:00:00+00,Sunday,4,Heavy Rail,600616,150154,1454
2024/07/01 04:00:00+00,Sunday,4,Green Line,280167,70042,1455
2024/07/01 04:00:00+00,Sunday,4,Mattapan Line,4118,1030,1456
2024/07/01 04:00:00+00,Sunday,4,Light Rail,284285,71071,1457
2024/07/01 04:00:00+00,Sunday,4,Silver Line,119971,29993,1458
2024/07/01 04:00:00+00,Sunday,4,Bus,784447,196112,1459
2024/07/01 04:00:00+00,Sunday,4,All Bus,904418,226104,1460
2024/07/01 04:00:00+00,Sunday,4,Commuter Rail,109894,27474,1461
2024/07/01 04:00:00+00,Sunday,4,Ferry,19379,4845,1462
2024/07/01 04:00:00+00,Sunday,4,The RIDE,7160,1790,1463
2024/07/01 04:00:00+00,Total,31,Blue Line,1571084,50680,1464
2024/07/01 04:00:00+00,Total,31,Orange Line,2907726,93798,1465
2024/07/01 04:00:00+00,Total,31,Red Line,2766470,89241,1466
2024/07/01 04:00:00+00,Total,31,Heavy Rail,7245280,233719,1467
2024/07/01 04:00:00+00,Total,31,Green Line,2927979,94451,1468
2024/07/01 04:00:00+00,Total,31,Mattapan Line,77622,2504,1469
2024/07/01 04:00:00+00,Total,31,Light Rail,3005601,96955,1470
2024/07/01 04:00:00+00,Total,31,Silver Line,880384,28399,1471
2024/07/01 04:00:00+00,Total,31,Bus,7041771,227154,1472
2024/07/01 04:00:00+00,Total,31,All Bus,7922156,255553,1473
2024/07/01 04:00:00+00,Total,31,Commuter Rail,2704837,87253,1474
2024/07/01 04:00:00+00,Total,31,Ferry,204539,6598,1475
2024/07/01 04:00:00+00,Total,31,The RIDE,96858,3124,1476
2024/06/01 04:00:00+00,Weekday,20,Blue Line,997502,49875,1477
2024/06/01 04:00:00+00,Weekday,20,Orange Line,1739974,86999,1478
2024/06/01 04:00:00+00,Weekday,20,Red Line,2501402,125070,1479
2024/06/01 04:00:00+00,Weekday,20,Heavy Rail,5238877,261944,1480
2024/06/01 04:00:00+00,Weekday,20,Green Line,1883716,94186,1481
2024/06/01 04:00:00+00,Weekday,20,Mattapan Line,65447,3272,1482
2024/06/01 04:00:00+00,Weekday,20,Light Rail,1949163,97458,1483
2024/06/01 04:00:00+00,Weekday,20,Silver Line,624972,31249,1484
2024/06/01 04:00:00+00,Weekday,20,Bus,5181514,259076,1485
2024/06/01 04:00:00+00,Weekday,20,All Bus,5806485,290324,1486
2024/06/01 04:00:00+00,Weekday,20,Commuter Rail,2159079,107954,1487
2024/06/01 04:00:00+00,Weekday,20,Ferry,120538,6027,1488
2024/06/01 04:00:00+00,Weekday,20,The RIDE,75080,3754,1489
2024/06/01 04:00:00+00,Saturday,5,Blue Line,193928,38786,1490
2024/06/01 04:00:00+00,Saturday,5,Orange Line,259911,51982,1491
2024/06/01 04:00:00+00,Saturday,5,Red Line,351493,70299,1492
2024/06/01 04:00:00+00,Saturday,5,Heavy Rail,805333,161067,1493
2024/06/01 04:00:00+00,Saturday,5,Green Line,400034,80007,1494
2024/06/01 04:00:00+00,Saturday,5,Mattapan Line,8653,1731,1495
